
1662436108689 :: get_profile ::  :: 1662436108689 :: response
1662437351082 :: orderBook ::  :: 1662437352129 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': 3.2, 'chp': 0.71, 'lp': 453.05, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662437410021 :: orderBook ::  :: 1662437411083 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -25.7, 'chp': -6.99, 'lp': 342.15, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662437411083 :: orderBook ::  :: 1662437412208 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': 5.15, 'chp': 1.14, 'lp': 455.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662437470023 :: orderBook ::  :: 1662437471147 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -20.45, 'chp': -5.56, 'lp': 347.4, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662437471147 :: orderBook ::  :: 1662437472194 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': 1.4, 'chp': 0.31, 'lp': 451.25, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662437530024 :: orderBook ::  :: 1662437531071 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -1.55, 'chp': -0.42, 'lp': 366.3, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662437531071 :: orderBook ::  :: 1662437532117 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -26.45, 'chp': -5.88, 'lp': 423.4, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662437590026 :: orderBook ::  :: 1662437591119 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -3.9, 'chp': -1.06, 'lp': 363.95, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662437591119 :: orderBook ::  :: 1662437592134 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -22.1, 'chp': -4.91, 'lp': 427.75, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662437650027 :: orderBook ::  :: 1662437651199 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -4.15, 'chp': -1.13, 'lp': 363.7, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662437651199 :: orderBook ::  :: 1662437652198 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -21.1, 'chp': -4.69, 'lp': 428.75, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662437710029 :: orderBook ::  :: 1662437711122 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -2.9, 'chp': -0.79, 'lp': 364.95, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662437711122 :: orderBook ::  :: 1662437712200 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -28.2, 'chp': -6.27, 'lp': 421.65, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662437770015 :: orderBook ::  :: 1662437771155 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -1.0, 'chp': -0.27, 'lp': 366.85, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662437771170 :: orderBook ::  :: 1662437772202 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -27.1, 'chp': -6.02, 'lp': 422.75, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662437830016 :: orderBook ::  :: 1662437831047 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -18.7, 'chp': -5.08, 'lp': 349.15, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662437831047 :: orderBook ::  :: 1662437832062 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -10.25, 'chp': -2.28, 'lp': 439.6, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662437890018 :: orderBook ::  :: 1662437891111 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -22.4, 'chp': -6.09, 'lp': 345.45, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662437891111 :: orderBook ::  :: 1662437892173 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -5.3, 'chp': -1.18, 'lp': 444.55, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662437950019 :: orderBook ::  :: 1662437951097 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -4.6, 'chp': -1.25, 'lp': 363.25, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662437951097 :: orderBook ::  :: 1662437952128 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -24.35, 'chp': -5.41, 'lp': 425.5, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662438010021 :: orderBook ::  :: 1662438011098 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -0.15, 'chp': -0.04, 'lp': 367.7, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662438011098 :: orderBook ::  :: 1662438012114 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -27.45, 'chp': -6.1, 'lp': 422.4, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662438070022 :: orderBook ::  :: 1662438071069 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -14.0, 'chp': -3.81, 'lp': 353.85, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662438071069 :: orderBook ::  :: 1662438072084 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -15.05, 'chp': -3.35, 'lp': 434.8, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662438130024 :: orderBook ::  :: 1662438131070 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -14.1, 'chp': -3.83, 'lp': 353.75, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662438131070 :: orderBook ::  :: 1662438132101 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -12.25, 'chp': -2.72, 'lp': 437.6, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662438190025 :: orderBook ::  :: 1662438191072 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -10.1, 'chp': -2.75, 'lp': 357.75, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662438191087 :: orderBook ::  :: 1662438192103 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -20.45, 'chp': -4.55, 'lp': 429.4, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}
